taxon_id,scientific_name,common_name,rank,wikipedia_summary,wikipedia_url,kingdom,phylum,class,order,family,genus,conservation_status,conservation_status_source,threatened,endemic,native,introduced,observations_count,default_photo_url,photo_urls,iconic_taxon_name
870497,Homalocephala parryi,,species,"<i><b>Homalocephala parryi</b></i>, synonym <i><b>Echinocactus parryi</b></i>, also known as the <b>horse crippler</b> or <b>devil's pincushion</b>, is a cactus in the subfamily Cactoideae. It is endemic to Mexico (Sonora, northern Chihuahua, and Coahuila). <i>H. parryi</i> is thought to be quite similar to <i>H. polycephala</i>, but they differ in their branching habits, average number of ribs per stem, flower color and more. <i>H. parryi</i> is known to produce an average of 13 ribs per stem, and has pubescent spines and yellow",https://en.wikipedia.org/wiki/Homalocephala parryi,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Homalocephala,NT,IUCN Red List,False,False,False,False,67,https://inaturalist-open-data.s3.amazonaws.com/photos/79234850/medium.jpg,"[None, None, None, None, None]",Plantae
870498,Homalocephala polycephala,Cottontop Cactus,species,"<i><b>Echinocactus polycephalus</b></i> is a cactus that occurs in the Mojave Desert region of Arizona, California, and Nevada. It also occurs in the Sonoran Desert region of southern California and northern Sonora, Mexico.",https://en.wikipedia.org/wiki/Echinocactus_polycephalus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Homalocephala,,,False,False,False,False,7465,https://static.inaturalist.org/photos/13011585/medium.jpg,"[None, None, None, None, None]",Plantae
53344,Acacia melanoxylon,blackwood,species,"<i><b>Acacia melanoxylon</b></i>, commonly known as the <b>Australian blackwood</b>, is an <i>Acacia</i> species native in eastern Australia. The species is also known as <b>Sally wattle</b>, <b>lightwood</b>, <b>hickory</b>, <b>mudgerabah</b>, <b>Tasmanian blackwood</b>, <b>black wattle</b> or <b>blackwood acacia</b>.",https://en.wikipedia.org/wiki/Acacia melanoxylon,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,,,False,False,False,False,24120,https://inaturalist-open-data.s3.amazonaws.com/photos/5363/medium.jpg,"[None, None, None, None, None]",Plantae
53343,Acacia dealbata,Silver wattle,species,"<i><b>Acacia dealbata</b></i> (known as <b>silver wattle</b>, <b>blue wattle</b> or <b>mimosa</b>) is a species of <i>Acacia</i>, native to southeastern Australia in New South Wales, Victoria, Tasmania, and the Australian Capital Territory and widely introduced in Mediterranean, warm temperate, and highland tropical landscapes.",https://en.wikipedia.org/wiki/Acacia dealbata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,,,False,False,False,False,23212,https://static.inaturalist.org/photos/217847341/medium.jpg,"[None, None, None, None, None]",Plantae
1493097,Strombocarpa pubescens,screwbean,species,"<i><b>Prosopis pubescens</b></i>, commonly known as <b>screwbean mesquite</b>, is a species of flowering shrub or small tree in the pea family, Fabaceae, that is native to the southwestern United States (Texas, Arizona, New Mexico, California, southern Nevada and Utah) and northern Mexico (Baja California, Chihuahua, Coahuila, Sonora).",https://en.wikipedia.org/wiki/Prosopis_pubescens,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strombocarpa,,,False,False,False,False,2199,https://inaturalist-open-data.s3.amazonaws.com/photos/4716771/medium.jpg,"[None, None, None, None, None]",Plantae
321642,Cylindropuntia fosbergii,Mason Valley Cholla,species,"<i><b>Cylindropuntia fosbergii</b></i> is a species of cactus known by the common names <b>Hoffmann's teddybear cholla</b>, <b>pink teddy-bear cholla</b>, and <b>Mason Valley cholla</b>. It is endemic to south-eastern California where its range is restricted to the flats and hillsides of a very limited area in the region of Anza-Borrego Desert State Park in the western Sonoran Desert.",https://en.wikipedia.org/wiki/Cylindropuntia fosbergii,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,,,False,False,False,False,6024,https://inaturalist-open-data.s3.amazonaws.com/photos/35178409/medium.jpg,"[None, None, None, None, None]",Plantae
1493099,Strombocarpa strombulifera,argentine screwbean,species,"<i><b> Strombocarpa strombulifera</b></i> (formerli <i>Prosopis strombulifera</i>) is a species of mesquite or <i>algarrobo</i>, a shrub in the legume family. It is known by the English common names <b>Argentine screwbean</b> and <b>creeping screwbean</b> and the Spanish common name <i><b>retortuño</b></i>. This shrub is native to Argentina, where it grows in arid and saline soils. It became well known in California after it was introduced to Imperial County and took hold in the wild, growing as an invasive noxious...",https://en.wikipedia.org/wiki/Strombocarpa strombulifera,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strombocarpa,,,False,False,False,False,393,https://inaturalist-open-data.s3.amazonaws.com/photos/1502506/medium.JPG,"[None, None, None]",Plantae
276586,Dasylirion acrotrichum,Great Desert Spoon,species,"<i><b>Dasylirion acrotrichum</b></i>, the <b>great desert spoon</b> and <b>green sotol</b> (also, <b>spoon yucca</b>, though not a true Yucca now), is a plant native to the Chihuahuan Desert and other xeric habitats in northern and central Mexico.",https://en.wikipedia.org/wiki/Dasylirion acrotrichum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dasylirion,,,False,False,False,False,2240,https://inaturalist-open-data.s3.amazonaws.com/photos/251185198/medium.jpg,"[None, None, None, None, None]",Plantae
1493104,Neltuma alba,White Carob Tree,species,"<i><b>Prosopis alba</b></i> is a South American tree species that grows in central Argentina, the Gran Chaco ecoregion, and part of the Argentine Mesopotamia, as well as Bolivia, Chile, Paraguay, and Peru. It is known as <i>algarrobo blanco</i> ('white carob tree') in Spanish. Spanish settlers gave it that name because of its similarity to the European carob tree (<i>Ceratonia siliqua</i>). Other common names come from Guaraní, including <i><b>ibopé</b></i> and <i><b>igopé</b></i>.",https://en.wikipedia.org/wiki/Prosopis_alba,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,NT,IUCN Red List,False,False,False,False,1323,https://inaturalist-open-data.s3.amazonaws.com/photos/58496553/medium.jpeg,"[None, None, None, None, None]",Plantae
276594,Dasylirion serratifolium,,species,"<i><b>Dasylirion serratifolium</b></i> is a plant species in the family Asparagaceae, native to the Mexican states of Hidalgo and Oaxaca. It is often cultivation as an ornamental in other places, including in Europe. Common name in English is ""sandpaper sotol.""",https://en.wikipedia.org/wiki/Dasylirion serratifolium,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dasylirion,,,False,False,False,False,93,https://inaturalist-open-data.s3.amazonaws.com/photos/922282/medium.JPG,"[None, None, None, None, None]",Plantae
1544307,Cochemiea armillata,Los Cabos Nipple Cactus,species,<i><b>Cochemiea armillata</b></i> is a species of <i>Cochemiea</i> found in Mexico.,https://en.wikipedia.org/wiki/Cochemiea armillata,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cochemiea,VU,IUCN Red List,False,False,False,False,1270,https://inaturalist-open-data.s3.amazonaws.com/photos/4924884/medium.jpeg,"[None, None, None, None, None]",Plantae
63603,Parkinsonia florida,blue palo verde,species,"<i><b>Parkinsonia florida</b></i>, the <b>blue palo verde</b> (syn. <i>Cercidium floridum</i>), is a species of palo verde native to the Sonoran Deserts in the Southwestern United States and Northwestern Mexico. Its name means ""green pole or stick"" in Spanish, referring to the green trunk and branches, that perform photosynthesis.",https://en.wikipedia.org/wiki/Parkinsonia florida,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,,,False,False,False,False,8154,https://inaturalist-open-data.s3.amazonaws.com/photos/18916/medium.jpg,"[None, None, None, None, None]",Plantae
1493114,Neltuma caldenia,calden,species,"<i><b>Neltuma caldenia</b></i> (formerly <i>Prosopis caldenia</i>), commonly known as the <b>caldén</b>, is a species of flowering tree in the family Fabaceae. The tree is endemic to subtropical regions of Argentina. It thrives in sandy and arid soil and resists drought, developing an extremely deep root system. The leaves of this tree are pinnately compound, deciduous, alternate and small. Its foliage is tortuous, with conical spines arranged in pairs at the nodes.",https://en.wikipedia.org/wiki/Neltuma caldenia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,,,False,False,False,False,655,https://inaturalist-open-data.s3.amazonaws.com/photos/117670522/medium.jpeg,"[None, None, None]",Plantae
204924,Agave victoriae-reginae,Queen Victoria Agave,species,"<i><b>Agave victoriae-reginae</b></i> (Queen Victoria agave, royal agave) is a small species of succulent flowering perennial plant, noted for its streaks of white on sculptured geometrical leaves, and popular as an ornamental.",https://en.wikipedia.org/wiki/Agave victoriae-reginae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,,,False,False,False,False,1882,https://static.inaturalist.org/photos/9808364/medium.jpeg,"[None, None, None, None, None]",Plantae
204926,Beaucarnea gracilis,Mexican Pony Tail Palm,species,"<i><b>Beaucarnea gracilis</b></i> is an attractive member of the subfamily Nolinaceae of the family Asparagaceae native to partial-desert areas in Mexico. Its name ""gracilis"", meaning ""slender"", is misleading, as its trunk is especially bulbous. It was formerly known as <i>Nolina gracilis</i>.",https://en.wikipedia.org/wiki/Beaucarnea gracilis,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Beaucarnea,EN,IUCN Red List,False,False,False,False,1206,https://inaturalist-open-data.s3.amazonaws.com/photos/116548020/medium.jpg,"[None, None, None, None]",Plantae
1544319,Cochemiea tetrancistra,Common Fishhook Cactus,species,"<i><b>Cochemiea tetrancistra</b></i> is a species of fishhook cactus known by the common name <b>common fishhook cactus</b>. It is native to the Mojave and Sonoran Deserts of northern Mexico and the southwestern United States, where it grows in a variety of desert habitat types.",https://en.wikipedia.org/wiki/Cochemiea tetrancistra,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cochemiea,,,False,False,False,False,3105,https://inaturalist-open-data.s3.amazonaws.com/photos/1929134/medium.jpg,"[None, None, None, None, None]",Plantae
1493119,Neltuma chilensis,Chilean Mesquite,species,"<i><b>Neltuma chilensis</b></i> (formerly <i>Prosopis chilensis</i>) is a species of tree in the genus <i>Prosopis</i>, belonging to the family Fabaceae. It is found in parts of central Chile, southern Peru, Bolivia, and Andean (northwestern) Argentina. Its common names include <b>Chilean mesquite</b> (<i>algarrobo chileno</i>, in Spanish), <i><b>cupesí</b></i> (in eastern Bolivia), and <b>Chilean algarrobo</b>. It is used for providing shade, for animal feed, and firewood.",https://en.wikipedia.org/wiki/Neltuma chilensis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,,,False,False,False,False,998,https://inaturalist-open-data.s3.amazonaws.com/photos/62056632/medium.png,"[None, None, None, None, None]",Plantae
1493129,Neltuma flexuosa,,species,"<i><b>Neltuma flexuosa</b></i> (formerly <i>Prosopis flexuosa</i>), commonly known as <b>tortuous mesquite</b> and a variety of Spanish vernacular names including <i>algarrobo dulce</i> and <i>algarrobo negro</i>, is a species of flowering tree in the genus <i>Neltuma</i> of the family Fabaceae. It is found in arid and semi-arid regions of Argentina, Bolivia and Chile, including the western Gran Chaco and the Monte Desert, where it is a conspicuous and characteristic plant of the region. Its timber is used for construction,...",https://en.wikipedia.org/wiki/Neltuma flexuosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,,,False,False,False,False,518,https://inaturalist-open-data.s3.amazonaws.com/photos/2621739/medium.JPG,"[None, None, None]",Plantae
1493134,Neltuma glandulosa,honey mesquite,species,"<i><b>Neltuma glandulosa</b></i>, formerly <i><b>Prosopis glandulosa</b></i>, commonly known as <b>honey mesquite</b>, is a species of small to medium-sized, thorny shrub or tree in the legume family (Fabaceae).",https://en.wikipedia.org/wiki/Neltuma glandulosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,,,False,False,False,False,33006,https://inaturalist-open-data.s3.amazonaws.com/photos/263622625/medium.jpg,"[None, None, None, None, None]",Plantae
1493141,Neltuma juliflora,mesquite,species,"<i><b>Prosopis juliflora</b></i> (Spanish: <i lang=""es"">bayahonda blanca, Cuji Venezuela, Trupillo Colombia</i>, Aippia Wayuunaiki and <b>long-thorn kiawe</b> in Hawaii) is a shrub or small tree in the family Fabaceae, a kind of mesquite. It is native to Mexico, South America and the Caribbean. It has become established as an invasive weed in Africa, Asia, Australia and elsewhere. It is a contributing factor to continuing transmission of malaria, especially during dry periods when sugar sources from native plants are...",https://en.wikipedia.org/wiki/Neltuma juliflora,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,,,False,False,False,False,6275,https://inaturalist-open-data.s3.amazonaws.com/photos/121554143/medium.jpeg,"[None, None, None, None, None]",Plantae
1493144,Neltuma kuntzei,,species,"<i><b>Neltuma kuntzei</b></i> (formerly <i>Prosopis kuntzei</i>) is a South American leguminous tree species that inhabits the westernmost Gran Chaco forests covering areas of Argentina, Bolivia, and Paraguay. It has also been able to colonize the nearby pasture sabanas. It is commonly referred to as itín, palo mataco, carandá or barba de tigre. It is adapted to arid climate, but can also survive flooded ground for a long time.",https://en.wikipedia.org/wiki/Neltuma kuntzei,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma,,,False,False,False,False,176,https://inaturalist-open-data.s3.amazonaws.com/photos/30847800/medium.jpeg,[None],Plantae
